t,x,y,z,battery
1783111639.4645,-3.743532419204712,,14.748946189880371,100.0
1783111639.484858,-3.7424848079681396,,14.749175071716309,100.0
1783111639.5069509,-3.7435295581817627,,14.748703956604004,100.0
1783111639.524825,-3.743243932723999,,14.749014854431152,100.0
1783111639.5444,-3.746690273284912,,14.746249198913574,100.0
1783111639.56379,-3.746701717376709,,14.750080108642578,100.0
1783111639.5847502,-3.7486541271209717,,14.751861572265625,100.0
1783111639.6059709,-3.7525041103363037,,14.750781059265137,100.0
1783111639.626168,-3.7520649433135986,,14.748779296875,100.0
1783111639.643886,-3.7507712841033936,,14.749109268188477,100.0
1783111639.665044,-3.7515761852264404,,14.749322891235352,100.0
1783111639.684015,-3.7514498233795166,,14.748547554016113,100.0
1783111639.703704,-3.750413417816162,,14.747685432434082,100.0
1783111639.724652,-3.7531380653381348,,14.746316909790039,100.0
1783111639.7448478,-3.7534964084625244,,14.747314453125,100.0
1783111639.764608,-3.754863739013672,,14.749015808105469,100.0
1783111639.784158,-3.7565412521362305,,14.750190734863281,100.0
1783111639.805536,-3.7577173709869385,,14.74943733215332,100.0
1783111639.8242402,-3.7583653926849365,,14.747624397277832,100.0
1783111639.844673,-3.7563259601593018,,14.747026443481445,100.0
1783111639.865153,-3.7550344467163086,,14.748339653015137,100.0
1783111639.883919,-3.7534890174865723,,14.749098777770996,100.0
1783111639.9041321,-3.7527291774749756,,14.747462272644043,100.0
1783111639.924799,-3.7512047290802,,14.746356010437012,100.0
1783111639.9444659,-3.750189781188965,,14.746678352355957,100.0
1783111639.9642339,-3.7497799396514893,,14.74722671508789,100.0
1783111639.984354,-3.7478272914886475,,14.746662139892578,100.0
1783111640.007105,-3.747891902923584,,14.747817039489746,100.0
1783111640.025548,-3.7519776821136475,,14.74790096282959,100.0
1783111640.044481,-3.7541513442993164,,14.747125625610352,100.0
1783111640.063766,-3.7536511421203613,,14.747952461242676,100.0
1783111640.0840619,-3.7526166439056396,,14.747919082641602,100.0
1783111640.10587,-3.753847599029541,,14.746866226196289,100.0
1783111640.125182,-3.756490707397461,,14.74524974822998,100.0
1783111640.1450481,-3.7553670406341553,,14.745367050170898,100.0
1783111640.164962,-3.7577133178710938,,14.745786666870117,100.0
1783111640.184722,-3.757887840270996,,14.748100280761719,100.0
1783111640.2061388,-3.753509759902954,,14.749478340148926,100.0
1783111640.224323,-3.75008487701416,,14.751495361328125,100.0
1783111640.244412,-3.7509899139404297,,14.753294944763184,100.0
1783111640.263933,-3.753490447998047,,14.755833625793457,100.0
1783111640.283853,-3.7550857067108154,,14.755937576293945,100.0
1783111640.306359,-3.7535674571990967,,14.757035255432129,100.0
1783111640.3242939,-3.7501413822174072,,14.756011009216309,100.0
1783111640.3442109,-3.750112295150757,,14.758340835571289,100.0
